Team,Coach,Week,Slot,Bench,Position,Player,Franchise,Stats,Fantasy Points,Opponent,Opponent Coach,Year,Game No.,Original Order,Gamecode,Playercode,Against Playercode,Postioncode,,,Team Name,Coach,,,,Coaches,,Position,,Seasons
PackingCheeseheadsSince1921,Whytey,1,BN4,BN,WR,S. Diggs,MIN,"93 Rec Yds,2 Rec TD,-6 Rush Yds",20.7,buffalo baby-oilers,Beano,2017,4,103,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,1,BN5,BN,TE,O. Howard,TB,0,0,buffalo baby-oilers,Beano,2017,4,104,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,1,BN6,BN,K,M. Crosby,GB,"2 PAT,1 40-49",5,buffalo baby-oilers,Beano,2017,4,105,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,QB,,QB,D. Brees,NO,"291 Pass Yds,1 Pass TD",15.64,PackingCheeseheadsSince1921,Whytey,2017,4,106,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,RB1,,RB,M. Gillislee,NE,"45 Rush Yds,3 Rush TD",22.5,PackingCheeseheadsSince1921,Whytey,2017,4,107,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,RB2,,RB,K. Hunt,KC,"148 Rush Yds,1 Rush TD,1 Fum,98 Rec Yds,...",40.6,PackingCheeseheadsSince1921,Whytey,2017,4,108,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,WR1,,WR,A. Green,CIN,74 Rec Yds,7.4,PackingCheeseheadsSince1921,Whytey,2017,4,109,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,WR2,,WR,A. Cooper,LV,"62 Rec Yds,1 Rec TD",12.2,PackingCheeseheadsSince1921,Whytey,2017,4,110,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,TE,,TE,J. Reed,WAS,36 Rec Yds,3.6,PackingCheeseheadsSince1921,Whytey,2017,4,111,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,W/R,,RB,D. Cook,MIN,"127 Rush Yds,10 Rec Yds",13.7,PackingCheeseheadsSince1921,Whytey,2017,4,112,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,K,,K,S. Gostkowski,NE,"3 PAT,1 20-29,1 30-39",9,PackingCheeseheadsSince1921,Whytey,2017,4,113,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,DEF,,DEF,Chiefs,DEF,"27 Pts,3 Sck",3,PackingCheeseheadsSince1921,Whytey,2017,4,114,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN1,BN,WR,J. Maclin,BAL,"56 Rec Yds,1 Rec TD",11.6,PackingCheeseheadsSince1921,Whytey,2017,4,115,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN2,BN,QB,T. Taylor,BUF,"224 Pass Yds,2 Pass TD,1 Int,38 Rush Yds",18.76,PackingCheeseheadsSince1921,Whytey,2017,4,116,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN3,BN,RB,A. Peterson,ARI,18 Rush Yds,1.8,PackingCheeseheadsSince1921,Whytey,2017,4,117,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN4,BN,TE,E. Ebron,DET,9 Rec Yds,0.9,PackingCheeseheadsSince1921,Whytey,2017,4,118,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN5,BN,RB,D. Henry,TEN,25 Rush Yds,2.5,PackingCheeseheadsSince1921,Whytey,2017,4,119,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
buffalo baby-oilers,Beano,1,BN6,BN,RB,J. Mixon,CIN,"9 Rush Yds,15 Rec Yds",2.4,PackingCheeseheadsSince1921,Whytey,2017,4,120,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,QB,,QB,K. Cousins,WAS,"240 Pass Yds,1 Pass TD,1 Int,30 Rush Yds,...",10.6,Rodwins Rodskins,Rod,2017,5,121,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,RB1,,RB,D. Murray,TEN,"44 Rush Yds,16 Rec Yds",6,Rodwins Rodskins,Rod,2017,5,122,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,RB2,,RB,I. Crowell,CLE,"33 Rush Yds,33 Rec Yds,1 2PT",8.6,Rodwins Rodskins,Rod,2017,5,123,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,WR1,,WR,A. Brown,PIT,182 Rec Yds,18.2,Rodwins Rodskins,Rod,2017,5,124,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,WR2,,WR,S. Watkins,LA,58 Rec Yds,5.8,Rodwins Rodskins,Rod,2017,5,125,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,TE,,TE,M. Bennett,NE,43 Rec Yds,4.3,Rodwins Rodskins,Rod,2017,5,126,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,W/R,,RB,L. Fournette,JAX,"100 Rush Yds,1 Rush TD,24 Rec Yds",18.4,Rodwins Rodskins,Rod,2017,5,127,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,K,,K,K. Forbath,MIN,"2 PAT,1 PAT Miss,1 20-29,1 30-39,1 40-49",11,Rodwins Rodskins,Rod,2017,5,128,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,DEF,,DEF,Rams,DEF,"9 Pts,4 Sck,2 Int,1 Fum,2 TD,...",28,Rodwins Rodskins,Rod,2017,5,129,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN1,BN,RB,J. Stewart,CAR,"65 Rush Yds,17 Rec Yds,1 Rec TD",14.2,Rodwins Rodskins,Rod,2017,5,130,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN2,BN,WR,E. Decker,TEN,10 Rec Yds,1,Rodwins Rodskins,Rod,2017,5,131,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN3,BN,WR,G. Tate,DET,"107 Rec Yds,7 Rush Yds",11.4,Rodwins Rodskins,Rod,2017,5,132,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN4,BN,RB,J. Rodgers,TB,0,0,Rodwins Rodskins,Rod,2017,5,133,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN5,BN,RB,D. Martin,TB,0,0,Rodwins Rodskins,Rod,2017,5,134,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,1,BN6,BN,WR,D. Moncrief,IND,50 Rec Yds,5,Rodwins Rodskins,Rod,2017,5,135,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,QB,,QB,E. Manning,NYG,"220 Pass Yds,1 Int,-1 Rush Yds",6.7,Jacquizz In Yo Face,Stephen,2017,5,136,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,RB1,,RB,M. Forte,NYJ,"16 Rush Yds,20 Rec Yds",3.6,Jacquizz In Yo Face,Stephen,2017,5,137,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,RB2,,RB,P. Perkins,NYG,"16 Rush Yds,9 Rec Yds",2.5,Jacquizz In Yo Face,Stephen,2017,5,138,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,WR1,,WR,E. Sanders,DEN,26 Rec Yds,2.6,Jacquizz In Yo Face,Stephen,2017,5,139,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,WR2,,WR,B. Cooks,NE,88 Rec Yds,8.8,Jacquizz In Yo Face,Stephen,2017,5,140,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,TE,,TE,Z. Ertz,PHI,93 Rec Yds,9.3,Jacquizz In Yo Face,Stephen,2017,5,141,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,W/R,,RB,D. Freeman,ATL,"37 Rush Yds,1 Rush TD,2 Rec Yds",9.9,Jacquizz In Yo Face,Stephen,2017,5,142,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,K,,K,B. Walsh,SEA,"1 20-29,1 30-39,1 40-49",9,Jacquizz In Yo Face,Stephen,2017,5,143,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,DEF,,DEF,Texans,DEF,23 Pts,0,Jacquizz In Yo Face,Stephen,2017,5,144,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN1,BN,RB,L. McCoy,BUF,"110 Rush Yds,49 Rec Yds",15.9,Jacquizz In Yo Face,Stephen,2017,5,145,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN2,BN,TE,C. Fleener,NO,"54 Rec Yds,1 Rec TD",11.4,Jacquizz In Yo Face,Stephen,2017,5,146,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN3,BN,QB,A. Luck,IND,0,0,Jacquizz In Yo Face,Stephen,2017,5,147,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN4,BN,RB,G. Bernard,CIN,"40 Rush Yds,39 Rec Yds",7.9,Jacquizz In Yo Face,Stephen,2017,5,148,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN5,BN,WR,K. Benjamin,BUF,25 Rec Yds,2.5,Jacquizz In Yo Face,Stephen,2017,5,149,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,1,BN6,BN,WR,W. Snead,NO,0,0,Jacquizz In Yo Face,Stephen,2017,5,150,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,QB,,QB,K. Cousins,WAS,"179 Pass Yds,1 Pass TD,7 Rush Yds",11.86,46 Men in Flight,Ciaran,2017,1,151,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,RB1,,RB,D. Murray,TEN,"25 Rush Yds,3 Rec Yds",2.8,46 Men in Flight,Ciaran,2017,1,152,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,RB2,,RB,L. Fournette,JAX,"40 Rush Yds,1 Rush TD,21 Rec Yds",12.1,46 Men in Flight,Ciaran,2017,1,153,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,WR1,,WR,G. Tate,DET,25 Rec Yds,2.5,46 Men in Flight,Ciaran,2017,1,154,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,WR2,,WR,A. Brown,PIT,62 Rec Yds,6.2,46 Men in Flight,Ciaran,2017,1,155,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,TE,,TE,G. Olsen,CAR,10 Rec Yds,1,46 Men in Flight,Ciaran,2017,1,156,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,W/R,,RB,J. Rodgers,TB,"67 Rush Yds,1 Rush TD",12.7,46 Men in Flight,Ciaran,2017,1,157,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,K,,K,K. Forbath,MIN,"1 PAT Miss,1 40-49",3,46 Men in Flight,Ciaran,2017,1,158,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,DEF,,DEF,Rams,DEF,"27 Pts,2 Sck",2,46 Men in Flight,Ciaran,2017,1,159,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN1,BN,RB,J. Stewart,CAR,40 Rush Yds,4,46 Men in Flight,Ciaran,2017,1,160,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN2,BN,TE,M. Bennett,NE,47 Rec Yds,4.7,46 Men in Flight,Ciaran,2017,1,161,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN3,BN,RB,D. Martin,TB,0,0,46 Men in Flight,Ciaran,2017,1,162,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN4,BN,WR,A. Thielen,MIN,"44 Rec Yds,1 Fum",2.4,46 Men in Flight,Ciaran,2017,1,163,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN5,BN,WR,S. Watkins,LA,30 Rec Yds,3,46 Men in Flight,Ciaran,2017,1,164,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Jacquizz In Yo Face,Stephen,2,BN6,BN,RB,I. Crowell,CLE,37 Rush Yds,3.7,46 Men in Flight,Ciaran,2017,1,165,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,QB,,QB,B. Roethlisberger,PIT,"243 Pass Yds,2 Pass TD,-2 Rush Yds",17.52,Jacquizz In Yo Face,Stephen,2017,1,166,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,RB1,,RB,L. Blount,PHI,0,0,Jacquizz In Yo Face,Stephen,2017,1,167,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,RB2,,RB,T. Gurley,LA,"88 Rush Yds,1 Rush TD,1 Fum,48 Rec Yds,...",23.6,Jacquizz In Yo Face,Stephen,2017,1,168,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,WR1,,WR,D. Hopkins,HOU,73 Rec Yds,7.3,Jacquizz In Yo Face,Stephen,2017,1,169,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,WR2,,WR,M. Bryant,PIT,"91 Rec Yds,1 Rec TD,7 Rush Yds",15.8,Jacquizz In Yo Face,Stephen,2017,1,170,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,TE,,TE,A. Hooper,ATL,7 Rec Yds,0.7,Jacquizz In Yo Face,Stephen,2017,1,171,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,W/R,,RB,M. Gordon,LAC,"13 Rush Yds,1 Rush TD,65 Rec Yds",13.8,Jacquizz In Yo Face,Stephen,2017,1,172,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,K,,K,C. Santos,CHI,"3 PAT,2 30-39",9,Jacquizz In Yo Face,Stephen,2017,1,173,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,DEF,,DEF,Vikings,DEF,"26 Pts,2 Sck",2,Jacquizz In Yo Face,Stephen,2017,1,174,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,BN1,BN,WR,D. Jackson,TB,39 Rec Yds,3.9,Jacquizz In Yo Face,Stephen,2017,1,175,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,BN2,BN,TE,J. Doyle,IND,79 Rec Yds,7.9,Jacquizz In Yo Face,Stephen,2017,1,176,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,BN3,BN,WR,D. Parker,MIA,85 Rec Yds,8.5,Jacquizz In Yo Face,Stephen,2017,1,177,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,BN4,BN,WR,C. Davis,TEN,4 Rec Yds,0.4,Jacquizz In Yo Face,Stephen,2017,1,178,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
46 Men in Flight,Ciaran,2,BN5,BN,RB,S. Perine,WAS,67 Rush Yds,6.7,Jacquizz In Yo Face,Stephen,2017,1,179,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,QB,,QB,M. Ryan,ATL,"252 Pass Yds,1 Pass TD,8 Rush Yds",14.88,GRONK GRONK GRONK GRONK,Niall,2017,2,180,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,RB1,,RB,L. Miller,HOU,"61 Rush Yds,26 Rec Yds",8.7,GRONK GRONK GRONK GRONK,Niall,2017,2,181,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,RB2,,RB,T. Rawls,SEA,4 Rush Yds,0.4,GRONK GRONK GRONK GRONK,Niall,2017,2,182,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,WR1,,WR,J. Jones,ATL,108 Rec Yds,10.8,GRONK GRONK GRONK GRONK,Niall,2017,2,183,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,WR2,,WR,D. Baldwin,SEA,44 Rec Yds,4.4,GRONK GRONK GRONK GRONK,Niall,2017,2,184,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,TE,,TE,J. Graham,SEA,1 Rec Yds,0.1,GRONK GRONK GRONK GRONK,Niall,2017,2,185,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,W/R,,WR,K. Allen,LAC,100 Rec Yds,10,GRONK GRONK GRONK GRONK,Niall,2017,2,186,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,K,,K,J. Tucker,BAL,"3 PAT,1 20-29,1 Miss 50+",6,GRONK GRONK GRONK GRONK,Niall,2017,2,187,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,DEF,,DEF,Seahawks,DEF,"9 Pts,2 Sck,1 Int",8,GRONK GRONK GRONK GRONK,Niall,2017,2,188,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN1,BN,RB,B. Powell,NYJ,13 Rush Yds,1.3,GRONK GRONK GRONK GRONK,Niall,2017,2,189,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN2,BN,QB,A. Smith,KC,"251 Pass Yds,1 Pass TD,21 Rush Yds",16.14,GRONK GRONK GRONK GRONK,Niall,2017,2,190,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN3,BN,WR,R. Matthews,TEN,43 Rec Yds,4.3,GRONK GRONK GRONK GRONK,Niall,2017,2,191,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN4,BN,RB,L. Murray,MIN,6 Rush Yds,0.6,GRONK GRONK GRONK GRONK,Niall,2017,2,192,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN5,BN,RB,J. White,NE,"11 Rush Yds,85 Rec Yds",9.6,GRONK GRONK GRONK GRONK,Niall,2017,2,193,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,2,BN6,BN,RB,C. West,KC,0,0,GRONK GRONK GRONK GRONK,Niall,2017,2,194,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,QB,,QB,T. Brady,NE,"447 Pass Yds,3 Pass TD,9 Rush Yds",30.78,Crowler's Scowlers,Dee,2017,2,195,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,RB1,,RB,T. West,BAL,"22 Rush Yds,1 Rush TD,23 Rec Yds",10.5,Crowler's Scowlers,Dee,2017,2,196,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,RB2,,RB,A. Abdullah,DET,86 Rush Yds,8.6,Crowler's Scowlers,Dee,2017,2,197,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,WR1,,WR,J. Nelson,GB,0,0,Crowler's Scowlers,Dee,2017,2,198,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,WR2,,WR,M. Crabtree,LV,"80 Rec Yds,3 Rec TD",26,Crowler's Scowlers,Dee,2017,2,199,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,TE,,TE,R. Gronkowski,NE,"116 Rec Yds,1 Rec TD",17.6,Crowler's Scowlers,Dee,2017,2,200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,W/R,,WR,L. Fitzgerald,ARI,21 Rec Yds,2.1,Crowler's Scowlers,Dee,2017,2,201,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,K,,K,M. Bryant,ATL,"4 PAT,2 50+",14,Crowler's Scowlers,Dee,2017,2,202,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,DEF,,DEF,Ravens,DEF,"10 Pts,3 Sck,4 Int,1 Fum",17,Crowler's Scowlers,Dee,2017,2,203,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN1,BN,WR,P. Garcon,SF,26 Rec Yds,2.6,Crowler's Scowlers,Dee,2017,2,204,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN2,BN,TE,D. Walker,TEN,"61 Rec Yds,1 Rush Yds,1 Rush TD",12.2,Crowler's Scowlers,Dee,2017,2,205,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN3,BN,QB,R. Wilson,SEA,"198 Pass Yds,1 Pass TD,34 Rush Yds",15.32,Crowler's Scowlers,Dee,2017,2,206,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN4,BN,RB,C. Thompson,WAS,"77 Rush Yds,2 Rush TD,29 Rec Yds",22.6,Crowler's Scowlers,Dee,2017,2,207,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN5,BN,RB,D. Johnson,ARI,0,0,Crowler's Scowlers,Dee,2017,2,208,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,2,BN6,BN,WR,T. Williams,LAC,54 Rec Yds,5.4,Crowler's Scowlers,Dee,2017,2,209,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,QB,,QB,J. Winston,TB,"204 Pass Yds,1 Pass TD,3 Rush Yds",12.46,Chris's B Team,Catherine,2017,3,210,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,RB1,,RB,J. Ajayi,PHI,"122 Rush Yds,4 Rec Yds",12.6,Chris's B Team,Catherine,2017,3,211,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,RB2,,RB,E. Elliott,DAL,"8 Rush Yds,14 Rec Yds",2.2,Chris's B Team,Catherine,2017,3,212,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,WR1,,WR,D. Bryant,DAL,"59 Rec Yds,1 Rec TD",11.9,Chris's B Team,Catherine,2017,3,213,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,WR2,,WR,T. Pryor,WAS,31 Rec Yds,3.1,Chris's B Team,Catherine,2017,3,214,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,TE,,TE,T. Kelce,KC,"103 Rec Yds,1 Rec TD",16.3,Chris's B Team,Catherine,2017,3,215,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,W/R,,RB,T. Montgomery,GB,"35 Rush Yds,1 Rush TD,75 Rec Yds,1 Rec TD",23,Chris's B Team,Catherine,2017,3,216,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,2,K,,K,G. Tavecchio,LV,"6 PAT,1 20-29",9,Chris's B Team,Catherine,2017,3,217,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
