Team,Coach,Week,Slot,Bench,Position,Player,Franchise,Stats,Fantasy Points,Opponent,Opponent Coach,Year,Game No.,Original Order,Gamecode,Playercode,Against Playercode,Postioncode,,,Team Name,Coach,,,,Coaches,,Position,,Seasons
The Trials of the Heart,Chris,3,W/R,,RB,T. Sermon,SF,"31 Rush Yds,1 Rush TD,3 Rec Yds",9.4,ADP Bot 2,Ciaran,2021,2,9825,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,W/T,,WR,J. Chase,CIN,"65 Rec Yds,2 Rec TD",18.5,ADP Bot 2,Ciaran,2021,2,9826,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,K,,K,D. Carlson,LV,"2 PAT,1 PAT Miss,1 20-29,1 30-39,1 50+",13,ADP Bot 2,Ciaran,2021,2,9827,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,DEF,,DEF,Buccaneers,DEF,"34 Pts,1 Sck",0,ADP Bot 2,Ciaran,2021,2,9828,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN1,,RB,J. Conner,ARI,"43 Rush Yds,2 Rush TD,10 Rec Yds",17.3,ADP Bot 2,Ciaran,2021,2,9829,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN2,,RB,J. Jackson,LAC,0,0,ADP Bot 2,Ciaran,2021,2,9830,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN3,,RB,R. Jones,KC,11 Rush Yds,1.1,ADP Bot 2,Ciaran,2021,2,9831,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN4,,WR,D. Chark,DET,"49 Rec Yds,1 Rec TD",10.9,ADP Bot 2,Ciaran,2021,2,9832,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN5,,WR,K. Osborn,MIN,26 Rec Yds,2.6,ADP Bot 2,Ciaran,2021,2,9833,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Trials of the Heart,Chris,3,BN6,,WR,J. Reagor,PHI,53 Rec Yds,5.3,ADP Bot 2,Ciaran,2021,2,9834,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,QB,,QB,J. Allen,BUF,"358 Pass Yds,4 Pass TD,9 Rush Yds,1 Rush TD",37.22,D'Importance of Being D'Ernest,Catherine,2021,3,9835,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,RB1,,RB,D. Singletary,BUF,26 Rush Yds,2.6,D'Importance of Being D'Ernest,Catherine,2021,3,9836,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,RB2,,RB,D. Swift,DET,"47 Rush Yds,1 Rush TD,60 Rec Yds",16.7,D'Importance of Being D'Ernest,Catherine,2021,3,9837,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,WR1,,WR,E. Sanders,BUF,"94 Rec Yds,2 Rec TD",21.4,D'Importance of Being D'Ernest,Catherine,2021,3,9838,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,WR2,,WR,S. Diggs,BUF,62 Rec Yds,6.2,D'Importance of Being D'Ernest,Catherine,2021,3,9839,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,TE,,TE,T. Hockenson,DET,10 Rec Yds,1,D'Importance of Being D'Ernest,Catherine,2021,3,9840,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,W/R,,WR,D. Samuel,SF,52 Rec Yds,5.2,D'Importance of Being D'Ernest,Catherine,2021,3,9841,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,W/T,,WR,D. Adams,LV,"132 Rec Yds,1 Rec TD",19.2,D'Importance of Being D'Ernest,Catherine,2021,3,9842,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,K,,K,T. Bass,BUF,"4 PAT,2 20-29,1 40-49",14,D'Importance of Being D'Ernest,Catherine,2021,3,9843,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,DEF,,DEF,Bills,DEF,"21 Pts,1 Sck,2 Int,1 Fum",7,D'Importance of Being D'Ernest,Catherine,2021,3,9844,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN1,,RB,M. Mack,HOU,0,0,D'Importance of Being D'Ernest,Catherine,2021,3,9845,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN2,,RB,J. Williams,DET,"42 Rush Yds,1 Rush TD,25 Rec Yds",12.7,D'Importance of Being D'Ernest,Catherine,2021,3,9846,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN3,,RB,D. Henderson,LA,0,0,D'Importance of Being D'Ernest,Catherine,2021,3,9847,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN4,,RB,C. Hubbard,CAR,"52 Rush Yds,27 Rec Yds",7.9,D'Importance of Being D'Ernest,Catherine,2021,3,9848,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN5,,WR,J. Waddle,MIA,58 Rec Yds,5.8,D'Importance of Being D'Ernest,Catherine,2021,3,9849,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
I Dream of a Helen Durkan Team,Beano,3,BN6,,WR,E. Moore,NYJ,22 Rec Yds,2.2,D'Importance of Being D'Ernest,Catherine,2021,3,9850,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,QB,,QB,M. Stafford,LA,"343 Pass Yds,4 Pass TD,-2 Rush Yds",29.52,I Dream of a Helen Durkan Team,Beano,2021,3,9851,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,RB1,,RB,A. Ekeler,LAC,"55 Rush Yds,52 Rec Yds,1 Rec TD",16.7,I Dream of a Helen Durkan Team,Beano,2021,3,9852,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,RB2,,RB,A. Mattison,MIN,"112 Rush Yds,59 Rec Yds",17.1,I Dream of a Helen Durkan Team,Beano,2021,3,9853,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,WR1,,WR,R. Woods,TEN,"33 Rec Yds,5 Rush Yds",3.8,I Dream of a Helen Durkan Team,Beano,2021,3,9854,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,WR2,,WR,C. Ridley,ATL,61 Rec Yds,6.1,I Dream of a Helen Durkan Team,Beano,2021,3,9855,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,TE,,TE,T. Higbee,LA,"40 Rec Yds,1 Rec TD",10,I Dream of a Helen Durkan Team,Beano,2021,3,9856,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,W/R,,WR,N. Agholor,NE,17 Rec Yds,1.7,I Dream of a Helen Durkan Team,Beano,2021,3,9857,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,W/T,,WR,T. Boyd,CIN,"36 Rec Yds,1 Rec TD",9.6,I Dream of a Helen Durkan Team,Beano,2021,3,9858,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,K,,K,R. Gould,SF,4 PAT,4,I Dream of a Helen Durkan Team,Beano,2021,3,9859,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,DEF,,DEF,Raiders,DEF,"22 Pts,2 Sck,1 Saf",4,I Dream of a Helen Durkan Team,Beano,2021,3,9860,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN1,,RB,D. Cook,MIN,0,0,I Dream of a Helen Durkan Team,Beano,2021,3,9861,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN2,,WR,D. Johnson,PIT,0,0,I Dream of a Helen Durkan Team,Beano,2021,3,9862,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN3,,RB,A. Dillon,GB,"18 Rush Yds,8 Rec Yds",2.6,I Dream of a Helen Durkan Team,Beano,2021,3,9863,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN4,,RB,T. Jones,NO,"12 Rush Yds,10 Rec Yds",2.2,I Dream of a Helen Durkan Team,Beano,2021,3,9864,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN5,,WR,B. Aiyuk,SF,"37 Rec Yds,1 Rec TD,8 Rush Yds",10.5,I Dream of a Helen Durkan Team,Beano,2021,3,9865,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
D'Importance of Being D'Ernest,Catherine,3,BN6,,QB,T. Lance,SF,"1 Rush Yds,1 Rush TD",6.1,I Dream of a Helen Durkan Team,Beano,2021,3,9866,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,QB,,QB,D. Prescott,DAL,"238 Pass Yds,3 Pass TD,6 Rush Yds,1 Fum",20.12,Bailey's Ballers,Dee,2021,4,9867,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,RB1,,RB,S. Barkley,NYG,"51 Rush Yds,1 Rush TD,43 Rec Yds",15.4,Bailey's Ballers,Dee,2021,4,9868,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,RB2,,RB,D. Montgomery,CHI,"34 Rush Yds,21 Rec Yds",5.5,Bailey's Ballers,Dee,2021,4,9869,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,WR1,,WR,K. Allen,LAC,"50 Rec Yds,1 Rec TD",11,Bailey's Ballers,Dee,2021,4,9870,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,WR2,,WR,C. Kupp,LA,"96 Rec Yds,2 Rec TD",21.6,Bailey's Ballers,Dee,2021,4,9871,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,TE,,TE,R. Tonyan,GB,6 Rec Yds,0.6,Bailey's Ballers,Dee,2021,4,9872,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,W/R,,RB,E. Elliott,DAL,"95 Rush Yds,2 Rush TD,21 Rec Yds",23.6,Bailey's Ballers,Dee,2021,4,9873,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,W/T,,WR,A. Cooper,CLE,26 Rec Yds,2.6,Bailey's Ballers,Dee,2021,4,9874,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,K,,K,M. Gay,LA,"4 PAT,1 20-29,1 40-49",11,Bailey's Ballers,Dee,2021,4,9875,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,DEF,,DEF,Patriots,DEF,"22 Pts,3 Sck",3,Bailey's Ballers,Dee,2021,4,9876,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN1,,RB,C. Patterson,ATL,"20 Rush Yds,82 Rec Yds",10.2,Bailey's Ballers,Dee,2021,4,9877,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN2,,RB,D. Harris,NE,"14 Rush Yds,-3 Rec Yds",1.1,Bailey's Ballers,Dee,2021,4,9878,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN3,,WR,J. Meyers,NE,94 Rec Yds,9.4,Bailey's Ballers,Dee,2021,4,9879,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN4,,RB,T. Pollard,DAL,"60 Rush Yds,5 Rec Yds",6.5,Bailey's Ballers,Dee,2021,4,9880,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN5,,RB,J. Patrick,BAL,0,0,Bailey's Ballers,Dee,2021,4,9881,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
No Coopers No Hope,Stephen,3,BN6,,QB,J. Fields,CHI,"68 Pass Yds,12 Rush Yds",3.92,Bailey's Ballers,Dee,2021,4,9882,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,QB,,QB,R. Wilson,DEN,"298 Pass Yds,1 Pass TD,7 Rush Yds",16.62,No Coopers No Hope,Stephen,2021,4,9883,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,RB1,,RB,A. Jones,GB,"82 Rush Yds,1 Rush TD,14 Rec Yds",15.6,No Coopers No Hope,Stephen,2021,4,9884,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,RB2,,RB,A. Gibson,WAS,"31 Rush Yds,73 Rec Yds,1 Rec TD",16.4,No Coopers No Hope,Stephen,2021,4,9885,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,WR1,,WR,J. Jefferson,MIN,"118 Rec Yds,1 Rec TD",17.8,No Coopers No Hope,Stephen,2021,4,9886,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,WR2,,WR,C. Claypool,PIT,96 Rec Yds,9.6,No Coopers No Hope,Stephen,2021,4,9887,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,TE,,TE,M. Andrews,BAL,109 Rec Yds,10.9,No Coopers No Hope,Stephen,2021,4,9888,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,W/R,,RB,M. Gordon,DEN,"60 Rush Yds,1 Rush TD,21 Rec Yds",14.1,No Coopers No Hope,Stephen,2021,4,9889,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,W/T,,WR,O. Beckham,LA,"77 Rec Yds,10 Rush Yds",8.7,No Coopers No Hope,Stephen,2021,4,9890,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,K,,K,J. Tucker,BAL,"1 PAT,2 30-39,2 50+,1 Miss 40-49",17,No Coopers No Hope,Stephen,2021,4,9891,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,DEF,,DEF,Rams,DEF,"24 Pts,3 Sck",3,No Coopers No Hope,Stephen,2021,4,9892,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN1,,WR,M. Jones,JAX,62 Rec Yds,6.2,No Coopers No Hope,Stephen,2021,4,9893,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN2,,RB,L. Murray,BAL,28 Rush Yds,2.8,No Coopers No Hope,Stephen,2021,4,9894,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN3,,WR,D. Parker,NE,42 Rec Yds,4.2,No Coopers No Hope,Stephen,2021,4,9895,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN4,,RB,J. McKissic,WAS,"23 Rush Yds,15 Rec Yds",3.8,No Coopers No Hope,Stephen,2021,4,9896,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN5,,WR,T. Sherfield,MIA,0,0,No Coopers No Hope,Stephen,2021,4,9897,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Bailey's Ballers,Dee,3,BN6,,QB,J. Herbert,LAC,"281 Pass Yds,4 Pass TD,16 Rush Yds,1 2PT",30.84,No Coopers No Hope,Stephen,2021,4,9898,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,QB,,QB,J. Hurts,PHI,"326 Pass Yds,2 Pass TD,2 Int,35 Rush Yds",20.54,GRONK GRONK GRONK,Niall,2021,5,9899,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,RB1,,RB,J. Mixon,CIN,"90 Rush Yds,4 Rec Yds",9.4,GRONK GRONK GRONK,Niall,2021,5,9900,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,RB2,,RB,A. Kamara,NO,"89 Rush Yds,29 Rec Yds,1 Rec TD",17.8,GRONK GRONK GRONK,Niall,2021,5,9901,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,WR1,,WR,T. Lockett,SEA,31 Rec Yds,3.1,GRONK GRONK GRONK,Niall,2021,5,9902,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,WR2,,WR,K. Golladay,NYG,64 Rec Yds,6.4,GRONK GRONK GRONK,Niall,2021,5,9903,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,TE,,TE,K. Pitts,ATL,35 Rec Yds,3.5,GRONK GRONK GRONK,Niall,2021,5,9904,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,W/R,,RB,J. Williams,DEN,"29 Rush Yds,1 Rush TD,1 Fum,33 Rec Yds",10.2,GRONK GRONK GRONK,Niall,2021,5,9905,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,W/T,,WR,C. Lamb,DAL,"66 Rec Yds,-1 Rush Yds",6.5,GRONK GRONK GRONK,Niall,2021,5,9906,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,K,,K,R. Succop,TB,"3 PAT,1 20-29,1 Miss 50+",6,GRONK GRONK GRONK,Niall,2021,5,9907,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,DEF,,DEF,Broncos,DEF,"0 Pts,5 Sck,2 Int",19,GRONK GRONK GRONK,Niall,2021,5,9908,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN1,,WR,C. Davis,NYJ,41 Rec Yds,4.1,GRONK GRONK GRONK,Niall,2021,5,9909,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN2,,RB,K. Hunt,CLE,"81 Rush Yds,1 Rush TD,74 Rec Yds",21.5,GRONK GRONK GRONK,Niall,2021,5,9910,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN3,,RB,L. Fournette,TB,"8 Rush Yds,26 Rec Yds",3.4,GRONK GRONK GRONK,Niall,2021,5,9911,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN4,,TE,N. Fant,SEA,15 Rec Yds,1.5,GRONK GRONK GRONK,Niall,2021,5,9912,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN5,,WR,M. Pittman,IND,"68 Rec Yds,5 Rush Yds",7.3,GRONK GRONK GRONK,Niall,2021,5,9913,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Hurts so Good,Dudley,3,BN6,,WR,H. Ruggs,,"78 Rec Yds,7 Rush Yds",8.5,GRONK GRONK GRONK,Niall,2021,5,9914,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,QB,,QB,R. Tannehill,TEN,"197 Pass Yds,3 Pass TD,2 Int,56 Rush Yds",21.48,Hurts so Good,Dudley,2021,5,9915,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,RB1,,RB,M. Davis,ATL,"50 Rush Yds,20 Rec Yds",7,Hurts so Good,Dudley,2021,5,9916,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,RB2,,RB,C. McCaffrey,CAR,"31 Rush Yds,9 Rec Yds",4,Hurts so Good,Dudley,2021,5,9917,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,WR1,,WR,A. Brown,PHI,3 Rush Yds,0.3,Hurts so Good,Dudley,2021,5,9918,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,WR2,,WR,D. Mooney,CHI,9 Rec Yds,0.9,Hurts so Good,Dudley,2021,5,9919,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,TE,,TE,R. Gronkowski,TB,55 Rec Yds,5.5,Hurts so Good,Dudley,2021,5,9920,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,W/R,,RB,C. Edwards-Helaire,KC,"100 Rush Yds,1 Fum,9 Rec Yds,1 Rec TD",14.9,Hurts so Good,Dudley,2021,5,9921,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,W/T,,WR,Q. Cephus,DET,8 Rec Yds,0.8,Hurts so Good,Dudley,2021,5,9922,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,K,,K,N. Folk,NE,"1 PAT,1 20-29,1 40-49",8,Hurts so Good,Dudley,2021,5,9923,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,DEF,,DEF,Cardinals,DEF,"19 Pts,3 Sck,2 Int,2 Fum,1 TD",18,Hurts so Good,Dudley,2021,5,9924,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN1,,TE,L. Thomas,WAS,"42 Rec Yds,1 Rec TD,1 Fum",8.2,Hurts so Good,Dudley,2021,5,9925,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN2,,WR,W. Fuller,MIA,"20 Rec Yds,1 2PT",4,Hurts so Good,Dudley,2021,5,9926,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN3,,WR,T. Patrick,DEN,98 Rec Yds,9.8,Hurts so Good,Dudley,2021,5,9927,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN4,,RB,S. Michel,LA,"67 Rush Yds,12 Rec Yds",7.9,Hurts so Good,Dudley,2021,5,9928,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN5,,WR,T. Higgins,CIN,0,0,Hurts so Good,Dudley,2021,5,9929,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK,Niall,3,BN6,,RB,J. Robinson,JAX,"88 Rush Yds,1 Rush TD,46 Rec Yds",19.4,Hurts so Good,Dudley,2021,5,9930,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,QB,,QB,K. Murray,ARI,"268 Pass Yds,2 Pass TD,39 Rush Yds",22.62,No Coopers No Hope,Stephen,2021,1,9931,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,RB1,,RB,C. Edmonds,MIA,"120 Rush Yds,19 Rec Yds",13.9,No Coopers No Hope,Stephen,2021,1,9932,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,RB2,,RB,M. Gaskin,MIA,3 Rush Yds,0.3,No Coopers No Hope,Stephen,2021,1,9933,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,WR1,,WR,D. Hopkins,ARI,67 Rec Yds,6.7,No Coopers No Hope,Stephen,2021,1,9934,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,WR2,,WR,D. Metcalf,SEA,"65 Rec Yds,1 Rec TD",12.5,No Coopers No Hope,Stephen,2021,1,9935,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,TE,,TE,D. Waller,LV,"50 Rec Yds,1 Rec TD",11,No Coopers No Hope,Stephen,2021,1,9936,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,W/R,,WR,R. Moore,ARI,"28 Rec Yds,9 Rush Yds",3.7,No Coopers No Hope,Stephen,2021,1,9937,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
ADP Bot 2,Ciaran,4,W/T,,WR,A. Thielen,MIN,46 Rec Yds,4.6,No Coopers No Hope,Stephen,2021,1,9938,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
